controller,seed,step,phase,J_full,J_control,coverage,concentration,entropy,eig,movement,latency,zone_accuracy,infeasible_proposals,baseline_coverage
Random,1,14,after,1.4317435189920906,1.4317435189920906,0.49166666666666664,0.8756129581202022,0.3796425822564837,0.6453097008793217,0.49899621947106054,0.42320910889807617,0.3,0,0.85
Random,1,15,after,0.5027235856582222,0.5027235856582222,0.2833333333333333,0.6119647532756678,1.0321499725964858,0.18587938409226204,0.5102462380214863,0.3547515374397624,0.225,0,0.85
Random,1,16,after,1.5679975247529097,1.5679975247529097,0.6833333333333333,0.791822784492831,0.5180509567864867,0.7379166588305173,0.4971764724987328,0.3418515824347734,0.31666666666666665,0,0.85
Random,1,17,after,1.144518896191756,1.144518896191756,0.6833333333333333,0.6206367146772599,0.8339020740912121,0.3715835544412215,0.3186447767301194,0.30796382725901167,0.2833333333333333,0,0.85
Random,1,18,after,1.050669043798707,1.050669043798707,0.6,0.621455651759611,0.7985380998994478,0.4195294703299656,0.43949222353610184,0.4016482117392453,0.35,0,0.85
Random,1,19,after,-0.10268382065231474,-0.10268382065231474,0.14166666666666666,0.35754048895449375,1.5784600694468571,0.1134801362029162,0.5042125574793422,0.4217865857665082,0.16666666666666666,0,0.85
Random,1,20,after,1.899682937755393,1.899682937755393,0.5666666666666667,0.8642580580943563,0.36225226627576296,1.285070472676381,0.46718194555102677,0.38403718216522764,0.35,0,0.85
Random,1,21,after,1.1374633550510544,1.1374633550510544,0.525,0.8141855044169558,0.44321557641876513,0.2339737487035181,0.5319781704664343,0.3641864307950854,0.3416666666666667,0,0.85
Random,1,22,after,1.1328426633322555,1.1328426633322555,0.5583333333333333,0.8164070018473719,0.4449678225639146,0.12087103002430555,0.43269408228003287,0.37480993990266215,0.30833333333333335,0,0.85
Random,1,23,after,1.1148118008239214,1.1148118008239214,0.675,0.7019493497641777,0.5869912605927079,0.2585776904780099,0.6370968284351521,0.37856825704042907,0.39166666666666666,0,0.85
Random,2,0,before,0.974720155653559,0.974720155653559,0.5,0.597044932799683,0.9441227127191811,0.5934222174675325,0.4872343384781674,0.3986104997138254,0.325,0,0.8916666666666667
Random,2,1,before,1.1458154596143844,1.1458154596143844,0.5083333333333333,0.6412370266562467,0.702733424930079,0.6209883892605172,0.43886677742063007,0.2794793017507253,0.35833333333333334,0,0.8916666666666667
Random,2,2,before,1.3292955205268226,1.3292955205268226,0.6583333333333333,0.7884817783451598,0.4782812612362546,0.28554653814308767,0.3657261822712805,0.2741790573933741,0.43333333333333335,0,0.8916666666666667
Random,2,3,before,0.21373003260461282,0.21373003260461282,0.21666666666666667,0.44564798991809673,1.1279950033300326,0.1654709453707402,0.561391604467624,0.3598610024796926,0.275,0,0.8916666666666667
Random,2,4,before,1.71813404781888,1.71813404781888,0.7583333333333333,0.8141187308967183,0.4522365036579787,0.7480062107200387,0.4263881196914799,0.29811623138990273,0.44166666666666665,0,0.8916666666666667
Random,2,5,before,1.06228443911116,1.06228443911116,0.5,0.795245456990416,0.5627219307772857,0.26463199744274557,0.5500072022772293,0.4291388525024253,0.35833333333333334,0,0.8916666666666667
Random,2,6,before,0.5833228763309115,0.5833228763309115,0.35,0.5632153658682325,0.9567777549310883,0.1444104944283257,0.3026818532171431,0.33111017183188024,0.30833333333333335,0,0.8916666666666667
Random,2,7,before,0.9174600928734629,0.9174600928734629,0.39166666666666666,0.6448644112180375,0.8587231887523895,0.5605184151439231,0.49418661578824163,0.39567274786157824,0.39166666666666666,0,0.8916666666666667
Random,2,8,before,1.4458257722413708,1.4458257722413708,0.7083333333333334,0.7956781575762863,0.4635622484575847,0.48564105393783313,0.5321875208956329,0.3743886890909337,0.39166666666666666,0,0.8916666666666667
Random,2,9,before,0.6123021025804449,0.6123021025804449,0.4083333333333333,0.5770541661741989,0.9596824808889023,0.2928712131752158,0.6814000702842051,0.4498818169711189,0.3333333333333333,0,0.8916666666666667
Random,2,10,before,0.44127004587704916,0.44127004587704916,0.16666666666666666,0.4963047021011265,1.0520023086126298,0.4082327014213747,0.3644662789829287,0.3583823821390252,0.20833333333333334,0,0.8916666666666667
Random,2,11,before,1.2976987557200057,1.2976987557200057,0.4083333333333333,0.7885755800852259,0.5870700905825558,0.8157090974213999,0.516365316736805,0.42888932975209604,0.3416666666666667,0,0.8916666666666667
Random,2,12,after,0.3596856805305005,0.3596856805305005,0.25833333333333336,0.478781727235976,1.2697535190903546,0.24683224244518492,0.3482111935598484,0.3646129760624831,0.25,0,0.8916666666666667
Random,2,13,after,0.9091112484461141,0.9091112484461141,0.325,0.5816985339008871,0.9007229507944703,0.7557891829706925,0.46067172165214393,0.353103812508893,0.2916666666666667,0,0.8916666666666667
Random,2,14,after,0.30903697961316773,0.30903697961316773,0.30833333333333335,0.463782080680981,1.0386965565118373,0.15423559182824187,0.6602853523050949,0.3855313972863275,0.25833333333333336,0,0.8916666666666667
Random,2,15,after,1.1498026405817372,1.1498026405817372,0.5166666666666667,0.6861417186399105,0.8071655071975313,0.5756617220165265,0.3829467324077288,0.337466822202245,0.26666666666666666,0,0.8916666666666667
Random,2,16,after,0.970744702538813,0.970744702538813,0.49166666666666664,0.6715355956167557,0.685718238906077,0.40817781103693995,0.5767648387938222,0.44318889456829763,0.35,0,0.8916666666666667
Random,2,17,after,0.6108146085102595,0.6108146085102595,0.325,0.534897458865112,0.8449670141402431,0.32822709590421356,0.46129408766952634,0.42549958262364046,0.3333333333333333,0,0.8916666666666667
Random,2,18,after,0.3200990737481221,0.3200990737481221,0.175,0.4670536419922781,1.1530489777947783,0.4898140670246621,0.7274301105728119,0.4327624456919107,0.25,0,0.8916666666666667
Random,2,19,after,0.8301869432548532,0.8301869432548532,0.3,0.5634127217356111,0.7456427933966441,0.7528373627329319,0.6857274309913172,0.4270862317435693,0.24166666666666667,0,0.8916666666666667
Random,2,20,after,0.2689893844039281,0.2689893844039281,0.25833333333333336,0.48596778700088195,0.9618276876839525,0.166027291298402,0.7722740806392375,0.43814052983526464,0.23333333333333334,0,0.8916666666666667
Random,2,21,after,-0.13812153738962657,-0.13812153738962657,0.125,0.33178365027240536,1.2960079129715611,-0.03217384002691159,0.47238286056622475,0.3995812511775476,0.20833333333333334,0,0.8916666666666667
Random,2,22,after,0.3227157177569148,0.3227157177569148,0.275,0.42145909206319554,1.2310039070578653,0.32160542174811624,0.5424135971031521,0.32526601212493844,0.26666666666666666,0,0.8916666666666667
Random,2,23,after,0.48004531168602244,0.48004531168602244,0.24166666666666667,0.4518159247341552,1.1450776206713236,0.6303752939128787,0.6633051517951661,0.4151423304592427,0.23333333333333334,0,0.8916666666666667
Random,3,0,before,0.6929950234081718,0.6929950234081718,0.44166666666666665,0.599936323791225,0.8194016965914789,0.22817062673312094,0.6223531358479115,0.41583366334342065,0.21666666666666667,0,0.8666666666666667
Random,3,1,before,1.2354380743959021,1.2354380743959021,0.5,0.797043560106111,0.5618921897088694,0.5586462988801337,0.5665383055946085,0.431359721589741,0.30833333333333335,0,0.8666666666666667
Random,3,2,before,0.9139236100175117,0.9139236100175117,0.5166666666666667,0.6318895672174356,0.6405139503756092,0.30110684159641904,0.5615461135028774,0.4134642320544053,0.3,0,0.8666666666666667
Random,3,3,before,-0.006352193277681384,-0.006352193277681384,0.14166666666666666,0.394664586571016,1.3014828004278922,0.13847582979019613,0.643867711155671,0.3805338309790692,0.175,0,0.8666666666666667
Random,3,4,before,1.5866138790378996,1.5866138790378996,0.6333333333333333,0.7906227439700281,0.5384167901426051,0.9738200754411583,0.6862160348736601,0.4027679096936069,0.4166666666666667,0,0.8666666666666667
Random,3,5,before,0.2963255829817593,0.2963255829817593,0.21666666666666667,0.4512953262224144,1.2441707314257964,0.18487046756220554,0.287534421911578,0.2487105001448903,0.23333333333333334,0,0.8666666666666667
Random,3,6,before,1.0744674151184086,1.0744674151184086,0.4166666666666667,0.6252678961037109,0.8032651785803591,0.7480613394339335,0.4181468136385144,0.39391046192960316,0.26666666666666666,0,0.8666666666666667
Random,3,7,before,-0.04764624688895169,-0.04764624688895169,0.14166666666666666,0.34715785879146505,1.5064990974814634,0.15943199229735594,0.4893921520647319,0.33752377798690747,0.175,0,0.8666666666666667
Random,3,8,before,0.7650376887348715,0.7650376887348715,0.23333333333333334,0.4762666843870702,0.9795644019294334,0.7819623387199413,0.29783055362436733,0.2783201676746335,0.26666666666666666,0,0.8666666666666667
Random,3,9,before,0.8474032779070462,0.8474032779070462,0.35833333333333334,0.6424506646692544,0.6455833867602687,0.4992959213595347,0.6826151566169247,0.4126515720954444,0.2833333333333333,0,0.8666666666666667
Random,3,10,before,0.3226215564889284,0.3226215564889284,0.2,0.4899771351364089,1.129410248017744,0.16903039419940735,0.3261013017865083,0.3004300789486525,0.25833333333333336,0,0.8666666666666667
Random,3,11,before,1.4859579788709718,1.4859579788709718,0.7166666666666667,0.730742271037626,0.5721817569231523,0.596489337368239,0.3294157112824634,0.3694872748632793,0.39166666666666666,0,0.8666666666666667
Random,3,12,after,0.5622806400557118,0.5622806400557118,0.31666666666666665,0.581937281087377,0.8872316458435379,0.1931505558453595,0.44605578228178144,0.4159731160357872,0.2833333333333333,0,0.8666666666666667
Random,3,13,after,0.2325381925958529,0.2325381925958529,0.1,0.3620273442763565,1.3547832521906993,0.5932134773922452,0.45414387786429417,0.3884417258238244,0.2,0,0.8666666666666667
Random,3,14,after,0.9452839381665379,0.9452839381665379,0.30833333333333335,0.5547804691769284,1.2666226127364093,1.0841742785259925,0.4865876234202422,0.37925408012479134,0.30833333333333335,0,0.8666666666666667
Random,3,15,after,0.4815030439329516,0.4815030439329516,0.23333333333333334,0.423247203693512,1.4971354954686062,0.7660133764030798,0.47315310528978016,0.4050506425235181,0.175,0,0.8666666666666667
Random,3,16,after,1.960312025304366,1.960312025304366,0.6416666666666667,0.8711135002472232,0.34079040328881766,1.16812760514877,0.3133293340826844,0.40676386341676984,0.35,0,0.8666666666666667
Random,3,17,after,0.7440426989861484,0.7440426989861484,0.35,0.7311973857170422,0.81900967161888,0.1871111517512906,0.5068832093589644,0.40693451091365007,0.2916666666666667,0,0.8666666666666667
Random,3,18,after,1.157538398341532,1.157538398341532,0.5416666666666666,0.6801585295189236,0.6613509697798601,0.584126833079459,0.5716678897587667,0.34957985257601154,0.4,0,0.8666666666666667
Random,3,19,after,1.4286857716778987,1.4286857716778987,0.675,0.8061102958742002,0.5278798241438664,0.488506875455479,0.44486874176272595,0.39836070696821685,0.49166666666666664,0,0.8666666666666667
Random,3,20,after,0.3653093081749811,0.3653093081749811,0.23333333333333334,0.5107669444074262,1.0625484642969154,0.19381320052293854,0.421370623237878,0.4138734858607293,0.2916666666666667,0,0.8666666666666667
Random,3,21,after,1.280652186076006,1.280652186076006,0.5833333333333334,0.7197575625615893,0.5167318135165391,0.5871557345501432,0.5281524024367297,0.4479276323467289,0.4166666666666667,0,0.8666666666666667
Random,3,22,after,1.0319996254681845,1.0319996254681845,0.6583333333333333,0.6881535856367438,0.6307382911827684,0.12106589661858963,0.4995219730840758,0.3685175906012777,0.38333333333333336,0,0.8666666666666667
Random,3,23,after,0.789300658259465,0.789300658259465,0.45,0.6533880226250176,0.9389771556446681,0.2576349049751126,0.4771344409913192,0.3639762524127132,0.375,0,0.8666666666666667
Random,4,0,before,0.8232101111221873,0.8232101111221873,0.4666666666666667,0.645226322563873,0.6782668474053414,0.2588704820266262,0.6029095784608549,0.44950566903904277,0.3,0,0.875
Random,4,1,before,0.14266828735747533,0.14266828735747533,0.20833333333333334,0.4119332636066204,1.2607349362895184,0.1814130126340609,0.5228048622038792,0.43888966939787366,0.275,0,0.875
Random,4,2,before,0.08412714644690739,0.08412714644690739,0.18333333333333332,0.39496522590303923,1.2958312014240045,0.12335235115094112,0.441683960965099,0.41186523710520184,0.225,0,0.875
Random,4,3,before,1.307283072167102,1.307283072167102,0.575,0.7000459764228649,0.7002569704038369,0.718609864022164,0.49170089945534146,0.3291140074836633,0.3416666666666667,0,0.875
Random,4,4,before,1.0772434734478076,1.0772434734478076,0.5833333333333334,0.7116509830110516,0.7258311713680801,0.29794004476026253,0.44429356412918447,0.35857462815272034,0.35833333333333334,0,0.875
Random,4,5,before,0.8465702161893176,0.8465702161893176,0.44166666666666665,0.6552686083314533,0.7182340432364968,0.4500807228764376,0.822258205846562,0.44331661537141154,0.375,0,0.875
Random,4,6,before,1.2694229957230356,1.2694229957230356,0.6333333333333333,0.7562891553576174,0.5206493235123657,0.4073545996163429,0.5214939931030415,0.3862427692807458,0.4583333333333333,0,0.875
Random,4,7,before,0.040887557692342424,0.040887557692342424,0.125,0.37303357738891935,1.3572319690731907,0.12557199938933788,0.28695637295073917,0.3652529414759126,0.26666666666666666,0,0.875
Random,4,8,before,1.2735742391481768,1.2735742391481768,0.6,0.6964771555605014,0.6722172525501456,0.6671120398305295,0.5507504632428192,0.4265606800465115,0.30833333333333335,0,0.875
Random,4,9,before,-0.042897619879662174,-0.042897619879662174,0.15,0.3758452372471182,1.331522905263376,0.0463055667177148,0.5004789043294608,0.41457484938575656,0.2,0,0.875
Random,4,10,before,1.3626268799398875,1.3626268799398875,0.575,0.6981091787119795,0.6304211731390331,0.7627047897041216,0.4085780113472096,0.4242044610572318,0.3416666666666667,0,0.875
Random,4,11,before,0.6749577034422938,0.6749577034422938,0.225,0.6877567550339992,0.8437862103710893,0.4459034485853087,0.6613202349204973,0.423198760081128,0.31666666666666665,0,0.875
Random,4,12,after,0.9263518706322184,0.9263518706322184,0.4666666666666667,0.6030810677415469,0.861562726902761,0.5487540605616203,0.5523268557390981,0.3890385912517381,0.325,0,0.875
Random,4,13,after,0.3948491451924609,0.3948491451924609,0.225,0.4985558444802404,1.0406510571825585,0.24588322648927974,0.3928870659942769,0.3873472765629156,0.2916666666666667,0,0.875
Random,4,14,after,1.2579906066138606,1.2579906066138606,0.5333333333333333,0.7653044223375703,0.6739996882909879,0.682076346714384,0.6411595419261408,0.420465952908053,0.375,0,0.875
Random,4,15,after,0.6524800704889423,0.6524800704889423,0.45,0.5236618030523829,0.9919230559527982,0.3540825491197565,0.6210506259079716,0.40738386339731675,0.30833333333333335,0,0.875
Random,4,16,after,1.2489598747572501,1.2489598747572501,0.65,0.6657995681653707,0.8021319112229589,0.5336363244588822,0.3712254385543323,0.29471673616747,0.3416666666666667,0,0.875
Random,4,17,after,0.9607799406147957,0.9607799406147957,0.5083333333333333,0.6689273320143331,0.9723179496677707,0.41642432409115543,0.4063276043318055,0.4259025403827913,0.225,0,0.875
Random,4,18,after,1.0508603555414027,1.0508603555414027,0.5666666666666667,0.6167468345221171,0.7420577113890064,0.5002892003990262,0.5077603614713609,0.4419064092701454,0.35833333333333334,0,0.875
Random,4,19,after,-0.13261531885146566,-0.13261531885146566,0.10833333333333334,0.31095158075258417,1.5978701169458005,0.21797846152597722,0.5611192205222032,0.35535789970555776,0.18333333333333332,0,0.875
Random,4,20,after,1.4519217283612351,1.4519217283612351,0.5,0.7361755141806103,0.6929722713155336,1.1090877215320758,0.6121968415570267,0.4406522294094419,0.325,0,0.875
Random,4,21,after,0.07853128286237959,0.07853128286237959,0.14166666666666666,0.3372457682809084,1.440342677074456,0.2596406716510346,0.32197409226771795,0.29318853277527024,0.175,0,0.875
Random,4,22,after,1.2711815280008596,1.2711815280008596,0.525,0.6574598476012865,0.8239404583813299,0.9068843740615311,0.5305853017849596,0.38996260561968654,0.275,0,0.875
Random,4,23,after,0.9879669246845375,0.9879669246845375,0.475,0.6931183439007796,0.8467304791430936,0.37779374991841636,0.3804860616664717,0.3224471868099659,0.35,0,0.875
SimulatedAnnealing,0,0,before,1.654790950810755,1.654790950810755,0.875,0.802577907822926,0.4110382692054702,0.32974534804406064,0.2035377918698424,0.2731483583866122,0.55,0,0.85
SimulatedAnnealing,0,1,before,1.5922442891165378,1.5922442891165378,0.75,0.8499246118220843,0.3730143008056164,0.3104539531016033,0.15771499687912688,0.2600601274145674,0.48333333333333334,0,0.85
SimulatedAnnealing,0,2,before,1.4821314926210125,1.4821314926210125,0.7583333333333333,0.8101658945503473,0.42431289710620634,0.29521100471469786,0.3141567349253626,0.31210996750538234,0.475,0,0.85
SimulatedAnnealing,0,3,before,1.4730617719054366,1.4730617719054366,0.7333333333333333,0.838063591071897,0.40088844143713914,0.28591617304654043,0.3434216910603811,0.3412426381826027,0.48333333333333334,0,0.85
SimulatedAnnealing,0,4,before,1.6393304297983993,1.6393304297983993,0.8,0.8500835099628431,0.38669968227596063,0.2987390274061968,0.14768305846198287,0.22742424188662475,0.38333333333333336,0,0.85
SimulatedAnnealing,0,5,before,1.6621532382127826,1.6621532382127826,0.8083333333333333,0.8690781141910572,0.3349352380272695,0.28218669770319416,0.17209224514286392,0.24200448670989605,0.475,0,0.85
SimulatedAnnealing,0,6,before,1.6546893732738162,1.6546893732738162,0.7916666666666666,0.8653031974341119,0.3470669148704105,0.2599530087659126,0.09650738061443348,0.1943849234276353,0.4666666666666667,0,0.85
SimulatedAnnealing,0,7,before,1.5084848323736246,1.5084848323736246,0.7416666666666667,0.8362985312759134,0.3996209641782675,0.23845793966955076,0.19829473033686265,0.25173649079051125,0.44166666666666665,0,0.85
SimulatedAnnealing,0,8,before,1.5838460520416344,1.5838460520416344,0.7416666666666667,0.8262192594460571,0.4358585514827864,0.3182512447921745,0.06583275473281751,0.19652400250597424,0.43333333333333335,0,0.85
SimulatedAnnealing,0,9,before,1.5438490514509076,1.5438490514509076,0.725,0.8392354166170226,0.4054125344339828,0.3178576848832249,0.18325532732000754,0.2609803154108093,0.35,0,0.85
SimulatedAnnealing,0,10,before,1.5930453838821188,1.5930453838821188,0.7166666666666667,0.8550371897076572,0.36557908969361547,0.30262633481091306,0.08221449463982802,0.2005739802404536,0.38333333333333336,0,0.85
SimulatedAnnealing,0,11,before,1.4472896298811349,1.4472896298811349,0.7083333333333334,0.8382051845941767,0.45375841141257295,0.22052223998727702,0.21234971880105194,0.2462020961140759,0.35,0,0.85
SimulatedAnnealing,0,12,after,1.3822198164512483,1.3822198164512483,0.55,0.8805552970442098,0.3503868491552668,0.3059418646074285,0.29285864664989775,0.286284876190979,0.3333333333333333,0,0.85
SimulatedAnnealing,0,13,after,1.301890276805053,1.301890276805053,0.5416666666666666,0.8537827281824827,0.39323895487667854,0.21766606655886742,0.22653513633258973,0.2848895937510065,0.275,0,0.85
SimulatedAnnealing,0,14,after,1.1889207939202833,1.1889207939202833,0.5333333333333333,0.7735382433056941,0.532486382470805,0.281860725749517,0.30891920196173006,0.2716557660908553,0.3333333333333333,0,0.85
SimulatedAnnealing,0,15,after,1.43808859422258,1.43808859422258,0.5083333333333333,0.9082472798900968,0.29175257661108633,0.34692797831538513,0.22241347566596065,0.23828509467743117,0.325,0,0.85
SimulatedAnnealing,0,16,after,1.3468414457027422,1.3468414457027422,0.5083333333333333,0.8979539121916754,0.3335762015943088,0.1548591181968287,0.08933462618872294,0.19540757682672877,0.26666666666666666,0,0.85
SimulatedAnnealing,0,17,after,1.3623530806674795,1.3623530806674795,0.525,0.8867197421656603,0.2986128736974553,0.21805161721106187,0.19174489334233688,0.24341800944221684,0.3333333333333333,0,0.85
SimulatedAnnealing,0,18,after,1.3411195720201137,1.3411195720201137,0.5083333333333333,0.8939923494574648,0.3005868286216113,0.20647860032606064,0.19351672190301653,0.26871485995751787,0.325,0,0.85
SimulatedAnnealing,0,19,after,1.4092366493291373,1.4092366493291373,0.5833333333333334,0.8787243850063808,0.31791187895542733,0.15237334932114158,0.07828079802318763,0.19353907303045276,0.3,0,0.85
SimulatedAnnealing,0,20,after,1.3241927762471313,1.3241927762471313,0.5166666666666667,0.8783019794538192,0.3438531646008947,0.19297043666061908,0.17521719369879768,0.23185281791566387,0.35833333333333334,0,0.85
SimulatedAnnealing,0,21,after,1.3068891286862492,1.3068891286862492,0.5,0.8826576676135385,0.39402639040269655,0.2369383393655231,0.21186192875146126,0.27120653358996594,0.31666666666666665,0,0.85
SimulatedAnnealing,0,22,after,1.3699658870700653,1.3699658870700653,0.5583333333333333,0.8626902680416083,0.3828491321686063,0.2530320395890655,0.17864209964858033,0.258782661907221,0.2916666666666667,0,0.85
SimulatedAnnealing,0,23,after,1.403573483366644,1.403573483366644,0.5083333333333333,0.9063891332725831,0.2874646169146858,0.2543683113691604,0.1602202947651874,0.21839417453626594,0.3,0,0.85
SimulatedAnnealing,1,0,before,1.5815443479525106,1.5815443479525106,0.875,0.8230012451542426,0.3794804045290745,0.2301011955009678,0.29304971602555296,0.38071866765946644,0.49166666666666664,0,0.85
SimulatedAnnealing,1,1,before,1.6245616746457379,1.6245616746457379,0.8416666666666667,0.8629474980055071,0.33920519881709565,0.17896780917596,0.18558685929173432,0.22588790739370382,0.4166666666666667,1,0.85
SimulatedAnnealing,1,2,before,1.4645884107311156,1.4645884107311156,0.8333333333333334,0.8139281448726597,0.43069352294319807,0.1367625411992018,0.3144805422375549,0.30743031723001657,0.4666666666666667,1,0.85
SimulatedAnnealing,1,3,before,1.6677296001558612,1.6677296001558612,0.7916666666666666,0.900290452453373,0.2959133402399577,0.2577720615110828,0.19782178548449453,0.22774452350709495,0.425,1,0.85
SimulatedAnnealing,1,4,before,1.3992230562825259,1.3992230562825259,0.7416666666666667,0.810485762854713,0.3984752124379475,0.12051503914465261,0.2189192977120389,0.29724643221168723,0.49166666666666664,1,0.85
SimulatedAnnealing,1,5,before,1.4682348068993465,1.4682348068993465,0.7666666666666667,0.8292818281166701,0.41593769105285666,0.23354293778193894,0.31215455630635525,0.3611922321406329,0.475,1,0.85
SimulatedAnnealing,1,6,before,1.5835363550093393,1.5835363550093393,0.725,0.868030107459879,0.35708783791614873,0.2778437158868067,0.13301579244417983,0.221743157764611,0.48333333333333334,1,0.85
SimulatedAnnealing,1,7,before,1.5518773863362751,1.5518773863362751,0.725,0.8635462551265773,0.3483596375321795,0.2289710396948542,0.1346374267617198,0.22096613517325495,0.5083333333333333,1,0.85
SimulatedAnnealing,1,8,before,1.4914653631272077,1.4914653631272077,0.7333333333333333,0.8790705515714557,0.32960523319463975,0.1154981541750211,0.19999971135514671,0.234223558665723,0.48333333333333334,1,0.85
SimulatedAnnealing,1,9,before,1.5134019785672066,1.5134019785672066,0.7166666666666667,0.8745566571939722,0.32419940141547865,0.13670992314992803,0.11565078011630696,0.2107192760816055,0.5083333333333333,1,0.85
SimulatedAnnealing,1,10,before,1.5576783359970818,1.5576783359970818,0.7416666666666667,0.8729235749494652,0.33707951967717814,0.179265143485187,0.11389362873427944,0.22028208536785812,0.5,1,0.85
SimulatedAnnealing,1,11,before,1.46291339857394,1.46291339857394,0.7166666666666667,0.809782207874576,0.43429913374403,0.1842188246628002,0.07069285105854722,0.18364449429627924,0.425,1,0.85
SimulatedAnnealing,1,12,after,1.526040180358519,1.526040180358519,0.65,0.8730271934393007,0.35919103463684754,0.2798734618146898,0.10509170172592222,0.1982863651423192,0.375,2,0.85
SimulatedAnnealing,1,13,after,1.3842905001720622,1.3842905001720622,0.6,0.8525458159158227,0.37456693338831354,0.2386685238521189,0.22968549510736905,0.2298240671117311,0.31666666666666665,3,0.85
SimulatedAnnealing,1,14,after,1.4289874217386591,1.4289874217386591,0.6666666666666666,0.8695787912200055,0.3402206888653715,0.2169103810215575,0.3125400278345891,0.30316877522527363,0.375,4,0.85
SimulatedAnnealing,1,15,after,1.3635978972544325,1.3635978972544325,0.6333333333333333,0.8442998615038829,0.406499919664665,0.16828303350103022,0.1918433746645717,0.26774014426423703,0.4166666666666667,4,0.85
SimulatedAnnealing,1,16,after,1.3762877864151133,1.3762877864151133,0.6333333333333333,0.8221222846089979,0.43814684717064456,0.2644580989271448,0.23573358914480513,0.27133438280812266,0.375,4,0.85
SimulatedAnnealing,1,17,after,1.3767917825116363,1.3767917825116363,0.65,0.8064524145343881,0.43834152113380115,0.24442363119759214,0.20568414217471145,0.25420626891868,0.4,5,0.85
SimulatedAnnealing,1,18,after,1.4928565683142345,1.4928565683142345,0.6416666666666667,0.8872597569958168,0.3296025448780856,0.2854420088631946,0.22342620625696774,0.3013600493138412,0.38333333333333336,5,0.85
SimulatedAnnealing,1,19,after,1.4879743910479344,1.4879743910479344,0.6666666666666666,0.8598582041536358,0.37385536612503684,0.22814067669440513,0.12108972504331729,0.20824074488234762,0.375,5,0.85
SimulatedAnnealing,1,20,after,1.484499117608408,1.484499117608408,0.6416666666666667,0.8849373302982213,0.3202003538843464,0.25257999615732935,0.20211605439252117,0.2708517880343592,0.38333333333333336,5,0.85
SimulatedAnnealing,1,21,after,1.4947164946766087,1.4947164946766087,0.6,0.9275959300884185,0.22327017012586362,0.21999408567004974,0.20075686675620108,0.26817782228783676,0.36666666666666664,5,0.85
SimulatedAnnealing,1,22,after,1.457798735311742,1.457798735311742,0.6666666666666666,0.8765607827407613,0.33942423115557824,0.13067897895509092,0.11014162334572566,0.21904322303921706,0.4,5,0.85
SimulatedAnnealing,1,23,after,1.4782610925852726,1.4782610925852726,0.6,0.8915929785444807,0.312164937351788,0.2614874015135307,0.15065020286284492,0.23305003064737023,0.4083333333333333,6,0.85
SimulatedAnnealing,2,0,before,1.5122693899007786,1.5122693899007786,0.8333333333333334,0.8789257121316931,0.32045361999039546,0.21881288329734966,0.5710467195454854,0.45,0.49166666666666664,1,0.8916666666666667
SimulatedAnnealing,2,1,before,1.5348270771733434,1.5348270771733434,0.8,0.8270708752906073,0.4420245114256273,0.1882825768573022,0.15549809618045562,0.20681734173656618,0.39166666666666666,2,0.8916666666666667
SimulatedAnnealing,2,2,before,1.44915239422049,1.44915239422049,0.8,0.7658655081943405,0.487562368499927,0.25961965059473424,0.2902864835446395,0.29812131357009675,0.425,2,0.8916666666666667
SimulatedAnnealing,2,3,before,1.6647011129251252,1.6647011129251252,0.825,0.8866555327441581,0.3170504922161198,0.2939050696451648,0.28894864123081526,0.30087623113711254,0.475,3,0.8916666666666667
SimulatedAnnealing,2,4,before,1.6201258792643052,1.6201258792643052,0.8083333333333333,0.8663557486087476,0.3538567498699747,0.20819987064641504,0.15305104286171528,0.2097755770840692,0.425,3,0.8916666666666667
SimulatedAnnealing,2,5,before,1.5207159382822795,1.5207159382822795,0.7916666666666666,0.8396218679180705,0.4180127810181993,0.1728366877705926,0.19797810224298623,0.22845456700856773,0.475,3,0.8916666666666667
SimulatedAnnealing,2,6,before,1.6215627161976611,1.6215627161976611,0.8166666666666667,0.828236780585833,0.3782260172853283,0.2891017208843436,0.16302687347348763,0.25840494432568806,0.48333333333333334,3,0.8916666666666667
SimulatedAnnealing,2,7,before,1.601272675338779,1.601272675338779,0.825,0.832091191742463,0.4060578090241446,0.2206973673123745,0.1336823942205687,0.20645800697509387,0.44166666666666665,3,0.8916666666666667
SimulatedAnnealing,2,8,before,1.6587997731574344,1.6587997731574344,0.85,0.8470910268238003,0.33262935161251844,0.22155909443472815,0.1425505201373578,0.21656674053931582,0.525,3,0.8916666666666667
SimulatedAnnealing,2,9,before,1.451765945713536,1.451765945713536,0.8,0.8203054762221185,0.3759461107209075,0.042119219030384625,0.16337571045813978,0.24215487249107995,0.4583333333333333,3,0.8916666666666667
SimulatedAnnealing,2,10,before,1.528064965895117,1.528064965895117,0.7916666666666666,0.8339506449238532,0.4179364954900834,0.13663776128862423,0.10300657835443022,0.18694698048157837,0.44166666666666665,4,0.8916666666666667
SimulatedAnnealing,2,11,before,1.4889232365748295,1.4889232365748295,0.7833333333333333,0.8182909759801247,0.43599426007190206,0.10748840720253855,0.07716615072179689,0.18828613647503492,0.43333333333333335,5,0.8916666666666667
SimulatedAnnealing,2,12,after,1.3828245412805957,1.3828245412805957,0.6583333333333333,0.8351111140365416,0.4186609309052419,0.14258687629548927,0.138097903591351,0.22628434015318355,0.4166666666666667,6,0.8916666666666667
